I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
265.79,256.03,270.67,299.95,275.55,260.91,338.99,397.55,329.23,275.55,163.31,212.11
189.7,194.58,214.1,228.74,194.58,204.34,258.02,321.46,253.14,214.1,87.22,136.02
155.23,164.99,179.63,179.63,155.23,169.87,223.55,291.87,218.67,179.63,52.75,101.55
169.13,159.37,174.01,203.29,178.89,164.25,242.33,315.53,227.69,203.29,86.17,130.09
233.67,228.79,238.55,258.07,238.55,233.67,301.99,380.07,287.35,258.07,145.83,179.99
316.58,316.58,316.58,316.58,316.58,316.58,375.14,453.22,360.5,336.1,214.1,248.26
348.97,348.97,363.61,378.25,353.85,353.85,427.05,514.89,417.29,383.13,275.77,300.17
354.2,354.2,359.08,363.96,354.2,354.2,427.4,510.36,412.76,378.6,256.6,295.64
300.63,290.87,295.75,315.27,305.51,290.87,383.59,461.67,383.59,334.79,203.03,242.07
222.23,231.99,241.75,236.87,222.23,236.87,300.31,378.39,314.95,266.15,139.27,168.55
168.66,178.42,188.18,183.3,168.66,183.3,251.62,334.58,276.02,222.34,95.46,124.74
154.37,159.25,178.77,193.41,159.25,169.01,247.09,334.93,276.37,232.45,86.05,120.21
211.16,211.16,220.92,230.68,216.04,216.04,294.12,377.08,328.28,284.36,137.96,172.12
294.07,289.19,289.19,298.95,294.07,289.19,362.39,455.11,396.55,357.51,255.03,255.03
348.85,348.85,353.73,358.61,348.85,348.85,422.05,514.77,446.45,412.29,309.81,304.93
367.63,362.75,362.75,372.51,367.63,362.75,440.83,533.55,470.11,431.07,294.43,323.71
323.4,323.4,328.28,333.16,323.4,323.4,406.36,503.96,435.64,391.72,264.84,289.24
242.43,242.43,257.07,271.71,247.31,247.31,340.03,447.39,379.07,330.27,208.27,227.79
192.65,187.77,187.77,197.53,192.65,187.77,275.61,378.09,324.41,270.73,124.33,153.61
170.0,174.88,174.88,170.0,165.12,174.88,257.84,350.56,306.64,252.96,101.68,130.96
206.33,206.33,201.45,196.57,201.45,201.45,284.41,386.89,342.97,289.29,142.89,162.41
265.12,274.88,279.76,270.0,260.24,274.88,357.84,460.32,421.28,377.36,211.44,235.84
333.67,353.19,358.07,333.67,323.91,353.19,411.75,523.99,480.07,441.03,265.35,294.63
365.12,394.4,399.28,360.24,350.48,394.4,443.2,560.32,511.52,477.36,321.2,345.6
342.47,371.75,376.63,337.59,327.83,371.75,420.55,542.55,488.87,459.59,293.67,322.95
282.93,307.33,307.33,273.17,268.29,307.33,356.13,487.89,429.33,404.93,229.25,258.53
221.48,236.12,226.36,197.08,206.84,231.24,289.8,431.32,367.88,338.6,158.04,192.2
187.01,201.65,187.01,152.85,172.37,191.89,255.33,391.97,338.29,304.13,123.57,157.73
200.91,210.67,196.03,166.75,186.27,200.91,269.23,405.87,366.83,327.79,137.47,171.63
265.45,270.33,250.81,226.41,250.81,260.57,333.77,470.41,446.01,402.09,211.77,241.05
333.72,328.84,314.2,309.32,328.84,319.08,411.8,548.44,524.04,480.12,289.8,314.2
385.63,390.51,370.99,346.59,370.99,380.75,453.95,595.47,580.83,546.67,341.71,366.11
385.98,390.86,366.46,337.18,371.34,376.22,449.42,605.58,586.06,547.02,342.06,361.58
327.53,332.41,312.89,288.49,312.89,322.65,395.85,552.01,527.61,493.45,308.01,317.77
258.89,263.77,239.37,210.09,244.25,249.13,317.45,488.25,454.09,424.81,234.49,239.37
205.32,205.32,180.92,156.52,190.68,190.68,263.88,434.68,410.28,376.12,171.16,185.8
205.67,205.67,176.39,147.11,191.03,191.03,269.11,454.55,415.51,376.47,176.39,186.15
262.46,257.58,218.54,189.26,242.94,238.06,316.14,506.46,477.18,428.38,228.3,233.18
335.61,325.85,286.81,262.41,320.97,306.33,389.29,579.61,564.97,511.29,296.57,301.45
400.15,400.15,356.23,312.31,375.75,375.75,453.83,649.03,644.15,590.47,380.63,370.87
409.17,423.81,384.77,326.21,379.89,404.29,462.85,662.93,667.81,609.25,394.53,389.65
374.7,384.46,340.54,281.98,345.42,360.06,418.62,623.58,638.22,579.66,369.82,355.18
308.37,327.89,279.09,201.01,274.21,303.49,352.29,562.13,576.77,527.97,283.97,288.85
248.83,263.47,209.79,136.59,214.67,234.19,278.11,497.71,512.35,463.55,229.31,234.19
221.3,231.06,182.26,118.82,192.02,206.66,260.34,499.46,499.46,455.54,216.42,216.42
267.39,262.51,199.07,145.39,238.11,228.35,291.79,535.79,540.67,496.75,267.39,252.75
331.06,326.18,267.62,218.82,301.78,296.9,365.22,614.1,618.98,570.18,345.7,321.3
404.49,424.01,360.57,267.85,360.57,389.85,433.77,692.41,707.05,638.73,404.49,389.85
445.7,470.1,396.9,289.54,396.9,431.06,465.22,723.86,753.14,684.82,426.18,421.3
423.05,413.29,340.09,281.53,388.89,374.25,452.33,715.85,759.77,696.33,427.93,413.29
358.63,339.11,265.91,221.99,329.35,300.07,397.67,666.07,714.87,656.31,373.27,358.63
297.18,287.42,204.46,136.14,258.14,243.5,316.7,599.74,653.42,589.98,306.94,292.3
257.83,262.71,179.75,91.91,213.91,218.79,277.35,575.03,623.83,575.03,282.23,257.83
261.97,296.13,222.93,100.93,208.29,257.09,296.13,603.57,657.25,608.45,320.53,291.25
326.51,350.91,272.83,160.59,272.83,311.87,355.79,672.99,721.79,682.75,380.19,350.91
419.18,428.94,331.34,219.1,365.5,380.14,428.94,760.78,809.58,775.42,463.1,433.82
466.21,475.97,378.37,266.13,412.53,427.17,480.85,822.45,871.25,832.21,515.01,490.61
461.68,481.2,383.6,256.72,403.12,432.4,471.44,832.56,881.36,832.56,515.36,486.08
417.87,442.27,334.91,193.39,349.55,388.59,417.87,778.99,852.19,798.51,471.55,437.39
344.35,358.99,251.63,124.75,280.91,305.31,339.47,715.23,803.07,749.39,417.55,368.75
305.42,290.78,168.78,71.18,251.74,227.34,290.78,681.18,773.9,729.98,393.26,329.82
305.77,300.89,174.01,56.89,242.33,237.45,286.25,691.29,784.01,749.85,383.85,335.05
357.68,377.2,245.44,84.4,279.6,308.88,328.4,752.96,845.68,816.4,430.88,386.96
435.71,464.99,328.35,147.79,352.75,396.67,406.43,840.75,938.35,913.95,528.43,479.63
505.13,529.53,383.13,202.57,417.29,456.33,461.21,919.93,1007.77,993.13,597.85,549.05
523.91,548.31,397.03,211.59,436.07,470.23,475.11,948.47,1041.19,1026.55,631.27,572.71
499.2,508.96,343.04,162.48,411.36,426.0,440.64,938.4,1036.0,1011.6,621.2,548.0
432.87,427.99,257.19,96.15,349.91,340.15,374.31,886.71,994.07,964.79,559.75,491.43
373.33,383.09,207.41,17.09,280.61,295.25,309.89,832.05,954.05,929.65,505.09,431.89
360.44,375.08,189.64,-15.32,257.96,282.36,282.36,819.16,965.56,931.4,511.72,419.0
391.89,411.41,225.97,11.25,289.41,318.69,308.93,870.13,1021.41,992.13,543.17,474.85
470.2,499.48,304.28,65.16,357.96,401.88,377.48,958.2,1114.36,1099.72,631.24,553.16
548.51,587.55,382.59,119.07,426.51,485.07,446.03,1036.51,1207.31,1192.67,714.43,636.35
594.6,643.4,423.8,131.0,457.96,531.16,467.72,1072.84,1253.4,1248.52,789.8,687.32
576.83,635.39,410.91,98.59,435.31,523.15,449.95,1079.47,1250.27,1250.27,776.91,679.31
512.41,580.73,356.25,29.29,366.01,468.49,375.77,1024.81,1205.37,1205.37,732.01,624.65
460.72,524.16,280.16,-56.56,304.56,402.16,304.56,973.12,1153.68,1158.56,680.32,568.08
436.01,470.17,211.53,-95.91,289.61,338.41,274.97,958.17,1153.37,1153.37,660.49,558.01
454.79,503.59,240.07,-96.65,298.63,371.83,274.23,976.95,1196.55,1201.43,689.03,591.43
524.21,582.77,309.49,-51.63,358.29,446.13,329.01,1036.61,1280.61,1290.37,773.09,665.73
597.36,660.8,387.52,21.52,426.56,524.16,387.52,1119.52,1373.28,1383.04,865.76,748.64
649.27,712.71,434.55,63.67,478.47,571.19,434.55,1181.19,1444.71,1469.11,937.19,815.19
654.5,722.82,434.9,44.5,473.94,576.42,430.02,1186.42,1459.7,1488.98,961.94,839.94
605.81,688.77,395.97,-18.83,415.49,542.37,361.81,1132.85,1420.77,1450.05,932.77,801.01
546.93,639.65,332.21,-111.87,346.85,483.49,283.41,1073.97,1352.13,1396.05,869.01,737.25
512.88,605.6,278.64,-184.96,303.04,439.68,220.08,1020.4,1308.32,1357.12,830.08,693.44
508.35,605.95,278.99,-194.37,293.63,440.03,210.67,1020.75,1313.55,1367.23,840.19,698.67
560.26,652.98,321.14,-147.34,345.54,487.06,262.58,1077.54,1389.86,1433.78,926.26,770.1
638.29,726.13,389.41,-79.07,423.57,555.33,330.85,1145.81,1477.65,1531.33,1018.93,853.01
697.95,795.55,458.83,-24.29,478.35,624.75,380.75,1195.71,1542.19,1595.87,1083.47,917.55
716.73,843.61,502.01,-29.91,482.49,672.81,384.89,1204.73,1556.09,1624.41,1097.37,936.33
677.38,814.02,472.42,-74.14,438.26,643.22,326.02,1145.86,1516.74,1585.06,1072.66,892.1
611.05,757.45,410.97,-155.11,362.17,581.77,254.81,1069.77,1440.65,1528.49,1030.73,830.65
551.51,697.91,346.55,-224.41,302.63,522.23,180.63,995.59,1371.35,1459.19,956.55,780.87
519.1,670.38,328.78,-237.3,270.22,499.58,153.1,953.42,1329.18,1431.66,919.26,758.22
565.19,716.47,360.23,-220.49,311.43,535.91,179.67,975.11,1355.75,1463.11,955.59,799.43
633.74,775.26,419.02,-147.06,384.86,594.7,253.1,1038.78,1424.3,1531.66,1029.02,872.86
697.41,834.05,482.69,-73.63,453.41,658.37,321.65,1092.69,1483.09,1585.57,1102.45,946.29
719.1,870.38,528.78,-37.3,470.22,699.58,353.1,1109.5,1514.54,1612.14,1129.02,972.86
676.93,833.09,511.01,-45.31,437.81,672.05,335.33,1067.33,1477.25,1579.73,1101.49,940.45
622.27,768.67,436.83,-114.61,383.15,602.75,261.15,978.51,1388.43,1495.79,1027.31,866.27
541.3,707.22,385.14,-185.82,297.3,546.18,185.06,878.02,1292.82,1405.06,941.46,785.3
497.07,677.63,360.43,-225.17,248.19,516.59,140.83,814.27,1224.19,1341.31,892.35,726.43
501.21,686.65,379.21,-206.39,252.33,530.49,149.85,798.89,1199.05,1316.17,872.09,720.81
531.59,731.67,453.51,-122.33,292.47,590.15,209.51,829.27,1209.91,1336.79,902.47,756.07
594.98,780.42,512.02,-34.54,365.62,643.78,282.66,878.02,1258.66,1361.14,960.98,814.58
642.01,817.69,549.29,17.37,417.53,681.05,339.45,895.77,1266.65,1364.25,998.25,851.85
627.72,803.4,544.76,22.6,408.12,671.64,330.04,861.96,1223.08,1320.68,935.16,813.16
564.39,749.83,500.95,-26.09,344.79,622.95,281.35,779.11,1130.47,1218.31,842.55,730.31
466.47,642.15,417.67,-70.33,266.39,529.91,207.83,671.43,1022.79,1105.75,734.87,627.51
393.38,569.06,364.1,-104.38,203.06,466.58,159.14,583.7,930.18,1003.38,656.9,554.42
383.97,564.53,364.45,-104.03,193.65,462.05,149.73,549.89,881.73,945.17,618.21,520.61
416.36,596.92,411.48,-42.36,230.92,504.2,201.64,567.64,870.2,938.52,626.2,543.24
469.99,660.31,494.39,45.43,289.43,577.35,274.79,606.63,884.79,953.11,665.19,582.23
515.01,705.33,554.05,119.73,344.21,627.25,334.45,641.89,890.77,959.09,700.45,612.61
509.39,670.43,538.67,167.79,362.99,602.11,358.11,641.15,875.39,929.07,675.31,611.87
460.28,606.68,484.68,143.08,323.64,543.24,328.52,582.28,792.12,840.92,601.8,553.0
374.43,511.07,403.71,91.39,252.43,457.39,262.19,491.55,681.87,725.79,496.43,452.51
290.49,427.13,339.29,46.49,178.25,383.21,188.01,388.09,573.53,607.69,388.09,349.05
267.84,389.84,302.0,33.6,160.48,345.92,170.24,341.04,516.72,546.0,341.04,306.88
289.53,411.53,333.45,74.81,187.05,372.49,206.57,348.09,514.01,538.41,357.85,328.57
353.2,460.56,387.36,153.12,260.48,421.52,280.0,397.12,548.4,577.68,406.88,377.6
421.75,519.35,446.15,226.55,333.91,480.31,348.55,446.15,573.03,607.19,451.03,426.63
433.68,536.16,482.48,277.52,355.6,506.88,380.0,467.84,570.32,599.6,462.96,443.44
406.15,503.75,454.95,259.75,332.95,479.35,357.35,430.55,513.51,542.79,415.91,401.27
327.09,410.05,375.89,219.73,268.53,390.53,297.81,356.37,419.81,444.21,336.85,322.21
246.12,333.96,309.56,153.4,187.56,319.32,226.6,270.52,319.32,333.96,251.0,231.48
211.65,304.37,275.09,109.17,148.21,289.73,187.25,211.65,250.69,270.21,177.49,167.73
210.91,308.51,293.87,132.83,152.35,298.75,196.27,201.15,240.19,254.83,166.99,166.99
265.69,309.61,299.85,226.65,236.41,304.73,275.45,270.57,304.73,319.37,226.65,236.41
343.72,368.12,353.48,304.68,324.2,358.36,348.6,338.84,363.24,373.0,299.8,304.68
380.99,424.91,420.03,351.71,356.59,420.03,385.87,366.35,385.87,400.51,337.07,337.07
381.34,430.14,420.38,337.42,352.06,425.26,381.34,342.3,356.94,376.46,322.78,317.9
318.01,337.53,337.53,308.25,308.25,337.53,337.53,293.61,293.61,313.13,269.21,269.21
234.73,244.49,254.25,249.37,234.73,249.37,273.77,224.97,205.45,229.85,181.05,195.69
186.04,195.8,200.68,190.92,181.16,195.8,215.32,161.64,137.24,161.64,127.48,137.24
171.75,186.39,201.03,196.15,171.75,191.27,215.67,152.23,122.95,142.47,113.19,118.07
218.78,213.9,228.54,252.94,228.54,218.78,257.82,194.38,165.1,174.86,160.22,165.1
296.81,291.93,301.69,321.21,301.69,296.81,330.97,267.53,233.37,238.25,199.21,228.49
346.71,341.83,361.35,390.63,356.47,351.59,390.63,317.43,288.15,288.15,249.11,278.39
365.49,355.73,370.37,399.65,375.25,360.61,404.53,326.45,302.05,297.17,277.65,292.29
311.5,331.02,360.3,360.3,316.38,345.66,360.3,287.1,257.82,262.7,233.42,252.94
235.41,259.81,293.97,293.97,240.29,274.45,298.85,220.77,186.61,196.37,152.45,176.85
175.87,180.75,210.03,234.43,185.63,195.39,234.43,156.35,112.43,122.19,92.91,117.31
148.34,143.46,177.62,221.54,167.86,158.1,211.78,138.58,84.9,89.78,60.5,94.66
189.55,170.03,194.43,248.11,209.07,179.79,248.11,174.91,116.35,116.35,91.95,130.99
258.1,233.7,258.1,321.54,282.5,243.46,321.54,248.34,189.78,189.78,165.38,199.54
326.65,297.37,321.77,390.09,351.05,307.13,385.21,307.13,258.33,248.57,238.81,263.21
362.98,343.46,362.98,411.78,382.5,353.22,411.78,338.58,294.66,280.02,250.74,289.78
330.57,315.93,345.21,398.89,350.09,330.57,394.01,315.93,276.89,267.13,232.97,272.01
261.27,251.51,285.67,334.47,280.79,266.15,324.71,246.63,207.59,202.71,163.67,202.71
194.94,185.18,214.46,258.38,214.46,199.82,253.5,180.3,141.26,141.26,97.34,136.38
155.59,145.83,175.11,219.03,175.11,160.47,209.27,140.95,101.91,106.79,53.11,92.15
169.49,149.97,179.25,237.81,193.89,164.61,223.17,154.85,110.93,125.57,71.89,110.93
229.15,219.39,248.67,292.59,248.67,234.03,282.83,224.27,175.47,180.35,131.55,165.71
307.18,302.3,326.7,360.86,321.82,312.06,355.98,297.42,243.74,258.38,204.7,238.86
359.09,349.33,368.85,403.01,373.73,359.09,407.89,339.57,290.77,300.53,251.73,285.89
349.68,335.04,359.44,408.24,369.2,344.8,403.36,339.92,296.0,300.88,252.08,286.24
296.11,281.47,305.87,354.67,315.63,291.23,354.67,291.23,257.07,257.07,213.15,227.79
222.59,193.31,217.71,286.03,246.99,203.07,286.03,222.59,193.31,193.31,134.75,159.15
173.9,144.62,164.14,227.58,198.3,154.38,227.58,164.14,139.74,139.74,76.3,105.58
169.37,154.73,174.25,218.17,184.01,164.49,213.29,154.73,140.09,135.21,71.77,96.17
216.4,201.76,221.28,265.2,231.04,211.52,260.32,201.76,182.24,192.0,118.8,143.2
284.67,265.15,289.55,343.23,304.19,274.91,333.47,274.91,245.63,265.15,201.71,226.11
334.57,339.45,373.61,402.89,349.21,354.09,388.25,334.57,300.41,319.93,290.65,276.01
348.47,372.87,407.03,407.03,353.35,387.51,397.27,348.47,309.43,333.83,314.31,285.03
323.76,338.4,357.92,357.92,323.76,348.16,362.8,314.0,274.96,289.6,240.8,245.68
257.43,233.03,247.67,301.35,276.95,237.91,301.35,257.43,228.15,237.91,184.23,189.11
183.25,149.09,173.49,251.57,212.53,158.85,236.93,202.77,173.49,183.25,114.93,129.57
165.48,145.96,165.48,214.28,185.0,155.72,209.4,170.36,145.96,160.6,92.28,106.92
201.81,196.93,211.57,235.97,211.57,201.81,235.97,201.81,182.29,196.93,128.61,138.37
265.48,265.48,285.0,304.52,275.24,275.24,299.64,265.48,250.84,265.48,202.04,206.92
334.03,314.51,334.03,382.83,353.55,324.27,373.07,338.91,319.39,348.67,265.71,280.35
365.48,345.96,365.48,414.28,385.0,355.72,404.52,365.48,336.2,370.36,306.92,311.8
347.71,333.07,347.71,386.75,362.35,337.95,367.23,342.83,308.67,337.95,274.51,284.27
283.29,273.53,288.17,317.45,293.05,278.41,302.81,278.41,239.37,268.65,200.33,214.97
212.08,202.32,216.96,246.24,221.84,207.2,236.48,202.32,173.04,197.44,129.12,143.76
182.49,167.85,172.73,202.01,192.25,167.85,197.13,167.85,138.57,162.97,94.65,109.29
186.63,176.87,191.51,220.79,196.39,181.75,206.15,181.75,157.35,176.87,108.55,118.31
246.29,231.65,246.29,285.33,260.93,236.53,275.57,241.41,217.01,236.53,173.09,187.73
329.2,324.32,329.2,343.84,334.08,324.32,338.96,304.8,290.16,299.92,241.36,256.0
371.35,371.35,381.11,390.87,376.23,376.23,376.23,346.95,332.31,346.95,288.39,298.15
366.82,352.18,361.94,396.1,376.58,357.06,376.58,352.18,327.78,342.42,293.62,303.38
298.61,293.73,318.13,352.29,313.25,303.49,332.77,303.49,274.21,298.61,240.05,259.57
225.09,210.45,234.85,283.65,244.61,220.21,254.37,234.85,200.69,215.33,166.53,181.17
181.28,161.76,176.4,220.32,195.92,166.64,200.8,181.28,142.24,161.76,112.96,127.6
171.87,166.99,186.51,215.79,181.63,176.75,191.39,171.87,132.83,147.47,118.19,123.07
218.9,204.26,223.78,267.7,233.54,214.02,238.42,209.14,179.86,184.74,170.1,160.34
296.93,277.41,292.05,335.97,311.57,282.29,311.57,287.17,262.77,257.89,233.49,233.49
351.71,337.07,356.59,400.51,366.35,346.83,376.11,341.95,317.55,312.67,283.39,293.15
370.49,360.73,375.37,404.65,380.25,365.61,385.13,341.21,331.45,321.69,292.41,302.17
336.02,331.14,340.9,360.42,340.9,336.02,345.78,306.74,292.1,287.22,257.94,262.82
255.05,255.05,274.57,294.09,264.81,264.81,269.69,230.65,216.01,216.01,181.85,186.73
190.63,195.51,215.03,229.67,195.51,205.27,205.27,161.35,141.83,146.71,112.55,122.31
158.22,172.86,202.14,211.9,163.1,187.5,182.62,143.58,114.3,119.18,89.9,99.66
194.55,184.79,209.19,248.23,209.19,194.55,214.07,175.03,145.75,150.63,121.35,140.87
272.86,253.34,267.98,311.9,287.5,258.22,287.5,243.58,209.42,214.3,189.9,209.42
331.65,317.01,341.41,390.21,351.17,326.77,351.17,307.25,277.97,277.97,263.33,277.97
358.22,348.46,377.74,421.66,377.74,363.1,372.86,333.82,304.54,304.54,299.66,304.54
340.45,335.57,359.97,394.13,355.09,345.33,355.09,311.17,286.77,277.01,272.13,286.77
276.03,280.91,305.31,324.83,285.79,290.67,290.67,241.87,227.23,212.59,202.83,222.35
209.7,224.34,243.86,243.86,209.7,234.1,214.58,160.9,136.5,136.5,121.86,141.38
165.47,155.71,180.11,219.15,180.11,165.47,189.87,131.31,106.91,106.91,92.27,116.67
179.37,159.85,184.25,237.93,198.89,169.61,203.77,145.21,111.05,120.81,106.17,130.57
248.79,229.27,243.91,287.83,263.43,234.15,263.43,199.99,165.83,175.59,170.71,190.23
317.06,297.54,317.06,365.86,336.58,307.3,341.46,278.02,234.1,243.86,234.1,268.26
359.21,359.21,383.61,408.01,368.97,368.97,383.61,320.17,271.37,281.13,281.13,305.53
354.68,344.92,369.32,408.36,369.32,354.68,379.08,315.64,271.72,281.48,281.48,305.88
291.35,262.07,296.23,374.31,320.63,276.71,330.39,266.95,227.91,227.91,223.03,252.31
222.71,198.31,227.59,295.91,247.11,212.95,256.87,183.67,149.51,154.39,154.39,178.79
164.26,154.5,188.66,237.46,183.78,169.14,203.3,130.1,91.06,95.94,81.3,125.22
159.73,140.21,174.37,237.81,184.13,154.85,198.77,125.57,91.41,96.29,81.65,120.69
211.64,197.0,226.28,279.96,231.16,211.64,245.8,172.6,133.56,138.44,123.8,162.84
284.79,270.15,299.43,353.11,304.31,284.79,314.07,240.87,196.95,206.71,196.95,235.99
349.33,339.57,363.97,403.01,363.97,349.33,368.85,300.53,246.85,261.49,256.61,290.77
363.23,338.83,363.23,426.67,387.63,348.59,392.51,319.31,260.75,270.51,275.39,309.55
314.12,284.84,319.0,397.08,343.4,299.48,358.04,275.08,221.4,226.28,221.4,265.32
247.79,228.27,257.55,316.11,272.19,242.91,281.95,203.87,145.31,155.07,155.07,189.23
168.73,158.97,202.89,261.45,193.13,178.49,217.53,134.57,85.77,85.77,95.53,119.93
150.96,141.2,180.24,233.92,175.36,160.72,194.88,102.16,63.12,63.12,72.88,92.4
192.17,172.65,201.93,260.49,216.57,187.29,226.33,133.61,94.57,94.57,99.45,123.85
255.84,236.32,270.48,333.92,280.24,250.96,285.12,202.16,158.24,163.12,172.88,192.4
314.63,304.87,348.79,407.35,339.03,324.39,358.55,270.71,226.79,226.79,226.79,265.83
331.44,341.2,399.76,443.68,355.84,370.48,394.88,307.04,258.24,268.0,277.76,307.04
318.55,323.43,372.23,416.15,338.07,347.83,367.35,284.39,230.71,240.47,250.23,279.51
273.65,268.77,298.05,337.09,288.29,283.41,302.93,215.09,161.41,166.29,195.57,219.97
197.56,182.92,217.08,275.64,221.96,197.56,231.72,148.76,90.2,95.08,124.36,148.76
143.57,124.05,172.85,250.93,177.73,148.45,207.01,114.29,60.61,65.49,80.13,119.17
157.47,147.71,196.51,259.95,186.75,172.11,216.03,118.43,74.51,69.63,94.03,123.31
212.25,217.13,270.81,319.61,236.65,241.53,265.93,163.45,124.41,119.53,143.93,173.21
290.28,290.28,339.08,387.88,314.68,314.68,343.96,241.48,202.44,202.44,207.32,251.24
337.31,322.67,371.47,444.67,366.59,347.07,390.99,293.39,254.35,254.35,259.23,298.27
323.02,293.74,352.3,454.78,366.94,323.02,391.34,288.86,254.7,254.7,259.58,298.62
284.09,249.93,293.85,391.45,323.13,269.45,332.89,230.41,186.49,196.25,206.01,249.93
200.81,181.29,234.97,317.93,234.97,205.69,259.37,156.89,108.09,117.85,132.49,171.53
152.12,132.6,181.4,259.48,186.28,157.0,205.8,103.32,49.64,59.4,78.92,117.96
152.47,132.95,176.87,250.07,181.75,152.47,196.39,98.79,49.99,49.99,74.39,108.55
194.62,170.22,219.02,306.86,228.78,194.62,253.18,150.7,101.9,106.78,136.06,165.34
277.53,248.25,287.29,370.25,311.69,267.77,321.45,218.97,170.17,175.05,204.33,228.73
332.31,317.67,361.59,429.91,361.59,337.19,381.11,273.75,234.71,229.83,254.23,288.39
341.33,336.45,385.25,443.81,365.73,360.85,390.13,282.77,243.73,248.61,258.37,292.53
301.98,301.98,350.78,399.58,326.38,326.38,355.66,248.3,209.26,214.14,223.9,258.06
235.65,206.37,250.29,338.13,269.81,225.89,279.57,177.09,138.05,142.93,162.45,191.73
171.23,141.95,185.87,273.71,205.39,161.47,215.15,112.67,68.75,78.51,98.03,137.07
148.58,138.82,182.74,241.3,172.98,158.34,192.5,94.9,46.1,55.86,94.9,114.42
175.15,165.39,214.19,277.63,204.43,189.79,219.07,121.47,72.67,82.43,111.71,136.11
248.58,233.94,277.86,346.18,277.86,253.46,292.5,194.9,146.1,155.86,180.26,209.54
307.37,292.73,346.41,424.49,341.53,317.13,375.69,268.33,219.53,224.41,243.93,282.97
338.82,319.3,372.98,455.94,372.98,343.7,402.26,294.9,246.1,255.86,270.5,309.54
325.93,291.77,335.69,433.29,364.97,311.29,379.61,277.13,238.09,242.97,257.61,291.77
261.51,227.35,271.27,368.87,300.55,246.87,315.19,207.83,163.91,173.67,188.31,217.59
190.3,165.9,209.82,292.78,224.46,185.42,239.1,131.74,87.82,97.58,107.34,136.62
146.07,131.43,180.23,253.43,175.35,155.83,194.87,92.39,48.47,63.11,67.99,102.15
155.09,135.57,189.25,272.21,189.25,159.97,208.77,96.53,57.49,67.25,96.53,120.93
219.63,195.23,244.03,331.87,253.79,219.63,268.43,165.95,117.15,126.91,151.31,185.47
287.9,273.26,326.94,405.02,322.06,297.66,341.58,239.1,190.3,200.06,224.46,258.62
330.05,315.41,373.97,456.93,364.21,344.69,383.73,281.25,232.45,242.21,266.61,300.77
330.4,310.88,364.56,447.52,364.56,335.28,388.96,286.48,237.68,242.56,266.96,301.12
276.83,247.55,301.23,398.83,315.87,271.95,330.51,232.91,188.99,193.87,218.27,252.43
208.19,193.55,242.35,315.55,237.47,217.95,247.23,149.63,110.59,110.59,134.99,174.03
159.5,149.74,193.66,252.22,183.9,169.26,193.66,86.3,52.14,57.02,81.42,115.58
154.97,140.33,184.25,252.57,184.25,159.85,184.25,81.77,47.61,57.37,76.89,111.05
206.88,182.48,221.52,299.6,236.16,202.0,236.16,133.68,99.52,109.28,138.56,162.96
280.03,250.75,289.79,372.75,314.19,270.27,304.43,197.07,172.67,172.67,211.71,231.23
329.93,300.65,349.45,442.17,368.97,325.05,378.73,271.37,232.33,237.21,266.49,295.77
334.07,314.55,373.11,460.95,373.11,343.83,397.51,295.03,255.99,260.87,299.91,319.43
294.72,270.32,328.88,426.48,333.76,299.6,353.28,250.8,211.76,211.76,245.92,270.32
223.51,213.75,272.31,345.51,257.67,243.03,277.19,169.83,125.91,130.79,155.19,189.35
173.73,163.97,207.89,266.45,198.13,183.49,203.01,110.29,66.37,66.37,105.41,120.05
151.08,131.56,175.48,248.68,180.36,151.08,185.24,82.76,48.6,43.72,87.64,102.28
187.41,153.25,192.29,285.01,221.57,172.77,231.33,123.97,89.81,89.81,114.21,143.49
246.2,221.8,270.6,358.44,280.36,246.2,295.0,192.52,158.36,158.36,192.52,212.04
309.87,275.71,329.39,436.75,353.79,300.11,363.55,265.95,226.91,226.91,256.19,280.59
346.2,316.92,365.72,458.44,385.24,341.32,395.0,297.4,253.48,253.48,297.4,321.8
323.55,299.15,347.95,435.79,357.71,323.55,367.47,260.11,221.07,221.07,255.23,289.39
259.13,244.49,293.29,366.49,288.41,268.89,298.17,190.81,146.89,156.65,185.93,215.21
192.8,178.16,222.08,290.4,222.08,197.68,226.96,119.6,80.56,85.44,114.72,144.0
143.69,114.41,168.09,265.69,182.73,138.81,192.49,85.13,46.09,46.09,90.01,109.53
162.47,99.03,147.83,294.23,216.15,123.43,221.03,113.67,84.39,74.63,118.55,133.19
217.25,163.57,217.25,353.89,270.93,187.97,280.69,173.33,148.93,139.17,163.57,192.85
290.4,261.12,314.8,412.4,329.44,285.52,344.08,241.6,212.32,202.56,231.84,251.36
337.43,317.91,371.59,454.55,371.59,342.31,386.23,278.87,259.35,249.59,278.87,293.51
332.9,308.5,362.18,454.9,371.94,332.9,381.7,274.34,254.82,245.06,284.1,293.86
279.33,269.57,323.25,391.57,308.61,293.97,318.37,215.89,191.49,186.61,215.89,235.41
210.69,205.81,254.61,313.17,235.09,230.21,249.73,142.37,113.09,113.09,152.13,166.77
157.12,147.36,196.16,259.6,186.4,171.76,196.16,93.68,54.64,59.52,103.44,113.2
157.47,133.07,176.99,259.95,191.63,152.59,191.63,94.03,54.99,54.99,89.15,113.55
