I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
199.62,175.22,224.02,311.86,233.78,199.62,238.66,136.18,102.02,102.02,136.18,160.58
277.65,243.49,287.41,385.01,316.69,263.01,306.93,209.33,184.93,175.17,204.45,233.73
337.31,312.91,356.83,439.79,371.47,332.43,371.47,264.11,244.59,234.83,264.11,298.27
341.45,321.93,375.61,458.57,375.61,346.33,380.49,278.01,253.61,243.85,273.13,312.17
302.1,277.7,331.38,424.1,341.14,302.1,346.02,248.42,219.14,214.26,248.42,277.7
230.89,211.37,265.05,348.01,265.05,235.77,274.81,177.21,147.93,143.05,167.45,206.49
166.47,156.71,210.39,278.71,195.75,181.11,205.51,103.03,73.75,73.75,112.79,137.19
148.7,134.06,182.86,256.06,177.98,158.46,177.98,85.26,51.1,51.1,90.14,119.42
189.91,155.75,194.79,287.51,224.07,175.27,214.31,121.59,82.55,77.67,106.95,155.75
253.58,224.3,268.22,356.06,287.74,243.82,273.1,190.14,151.1,146.22,175.5,214.54
322.13,292.85,336.77,424.61,356.29,312.37,346.53,258.69,219.65,219.65,248.93,283.09
338.94,309.66,368.22,470.7,382.86,338.94,387.74,295.02,255.98,251.1,280.38,319.42
316.29,296.77,355.33,443.17,355.33,326.05,365.09,267.49,238.21,233.33,257.73,301.65
251.87,237.23,295.79,378.75,286.03,266.51,300.67,203.07,173.79,178.67,217.71,237.23
180.66,166.02,224.58,307.54,214.82,195.3,219.7,122.1,97.7,97.7,141.62,156.26
151.07,141.31,190.11,253.55,180.35,165.71,180.35,82.75,53.47,58.35,92.51,116.91
169.85,155.21,199.13,267.45,199.13,174.73,189.37,91.77,62.49,67.37,106.41,135.69
229.51,205.11,249.03,331.99,263.67,224.63,253.91,161.19,127.03,136.79,185.59,195.35
288.02,273.38,331.94,414.9,322.18,302.66,336.82,248.98,209.94,214.82,258.74,283.14
325.29,305.77,374.09,471.69,369.21,339.93,383.85,291.13,252.09,247.21,296.01,320.41
335.4,320.76,374.44,452.52,369.56,345.16,369.56,276.84,237.8,232.92,296.36,301.24
286.71,276.95,325.75,389.19,315.99,301.35,315.99,223.27,189.11,174.47,242.79,242.79
208.31,193.67,247.35,325.43,242.47,218.07,237.59,144.87,115.59,100.95,154.63,169.27
149.86,140.1,198.66,271.86,184.02,169.38,193.78,96.18,66.9,57.14,120.58,120.58
140.45,140.45,203.89,267.33,169.73,169.73,184.37,86.77,57.49,52.61,111.17,116.05
192.36,187.48,246.04,314.36,221.64,216.76,221.64,128.92,99.64,94.76,143.56,163.08
275.27,255.75,304.55,382.63,309.43,280.15,299.67,211.83,177.67,177.67,236.23,250.87
325.17,305.65,364.21,452.05,364.21,334.93,364.21,281.25,242.21,237.33,305.65,310.53
343.95,324.43,378.11,461.07,378.11,348.83,373.23,285.39,251.23,246.35,319.55,324.43
299.72,294.84,353.4,421.72,329.0,324.12,329.0,246.04,211.88,202.12,265.56,280.2
233.39,218.75,272.43,350.51,267.55,243.15,262.67,174.83,140.67,135.79,199.23,208.99
178.73,149.45,193.37,281.21,212.89,168.97,203.13,115.29,86.01,76.25,134.81,144.57
151.2,136.56,185.36,258.56,180.48,160.96,180.48,87.76,58.48,48.72,107.28,117.04
168.01,163.13,226.57,299.77,202.17,192.41,207.05,124.09,94.81,89.93,143.61,153.37
246.32,217.04,270.72,368.32,285.36,241.44,290.24,197.52,168.24,168.24,231.68,231.68
309.99,290.47,349.03,436.87,349.03,319.75,349.03,251.43,227.03,222.15,300.23,295.35
351.2,341.44,390.24,453.68,380.48,365.84,375.6,278.0,248.72,243.84,307.28,317.04
323.67,313.91,367.59,435.91,352.95,338.31,357.83,260.23,221.19,221.19,284.63,299.27
249.49,249.49,312.93,376.37,278.77,278.77,288.53,195.81,161.65,156.77,220.21,229.97
183.16,178.28,236.84,305.16,212.44,207.56,217.32,129.48,95.32,85.56,153.88,163.64
143.81,134.05,192.61,265.81,177.97,163.33,177.97,90.13,55.97,46.21,114.53,119.41
157.71,152.83,211.39,279.71,186.99,182.11,201.63,104.03,69.87,64.99,128.43,138.19
217.37,222.25,280.81,334.49,241.77,251.53,251.53,158.81,134.41,124.65,188.09,197.85
285.64,275.88,339.32,417.4,319.8,305.16,324.68,236.84,217.32,202.68,266.12,275.88
337.55,327.79,386.35,459.55,371.71,357.07,371.71,278.99,259.47,249.71,308.27,318.03
333.02,323.26,381.82,455.02,367.18,352.54,362.3,274.46,250.06,245.18,303.74,318.38
279.45,279.45,338.01,396.57,308.73,308.73,313.61,220.89,196.49,191.61,250.17,259.93
210.81,220.57,274.25,313.29,230.33,244.97,240.09,147.37,113.21,108.33,166.89,181.53
152.36,171.88,230.44,259.72,171.88,201.16,176.76,88.92,49.88,45.0,108.44,123.08
147.83,152.71,211.27,264.95,172.23,181.99,177.11,89.27,45.35,40.47,113.67,118.55
199.74,175.34,229.02,321.74,238.78,199.74,233.9,150.94,102.14,102.14,189.98,175.34
263.13,224.09,287.53,409.53,311.93,253.37,311.93,228.97,180.17,170.41,253.37,253.37
332.55,322.79,376.47,444.79,361.83,347.19,371.59,273.99,239.83,225.19,288.63,303.27
336.69,341.57,405.01,463.57,365.97,370.85,380.61,292.77,253.73,239.09,307.41,312.29
297.34,292.46,355.9,429.1,331.5,321.74,341.26,253.42,214.38,204.62,272.94,277.82
235.89,216.37,270.05,353.01,270.05,240.77,270.05,182.21,143.17,138.29,201.73,206.61
166.59,151.95,210.51,293.47,200.75,181.23,200.75,112.91,68.99,68.99,132.43,142.19
139.06,119.54,182.98,275.7,178.1,148.82,187.86,95.14,51.22,51.22,119.54,124.42
180.27,155.87,209.55,302.27,219.31,180.27,214.43,126.59,82.67,82.67,141.23,150.99
248.82,219.54,273.22,370.82,287.86,243.94,287.86,190.26,146.34,141.46,204.9,219.54
312.49,297.85,356.41,439.37,346.65,327.13,351.53,258.81,210.01,205.13,268.57,288.09
339.06,304.9,368.34,485.46,387.86,334.18,397.62,304.9,260.98,251.22,314.66,329.3
316.41,292.01,355.45,457.93,360.33,321.29,370.09,277.37,243.21,223.69,292.01,306.65
256.87,247.11,305.67,378.87,291.03,276.39,300.79,208.07,169.03,159.27,242.23,232.47
180.78,185.66,249.1,307.66,210.06,214.94,224.7,131.98,97.82,88.06,161.26,161.26
151.19,146.31,199.99,263.43,180.47,170.71,180.47,92.63,48.71,48.71,107.27,121.91
169.97,160.21,209.01,272.45,199.25,184.61,199.25,106.53,52.85,62.61,126.05,135.81
219.87,205.23,263.79,346.75,254.03,234.51,263.79,171.07,117.39,117.39,175.95,200.35
297.9,288.14,341.82,410.14,327.18,312.54,336.94,244.22,185.66,190.54,249.1,268.62
344.93,320.53,374.21,466.93,383.97,344.93,379.09,286.37,237.57,232.69,291.25,310.77
340.4,311.12,364.8,462.4,379.44,335.52,379.44,286.72,233.04,228.16,291.6,311.12
286.83,257.55,311.23,408.83,325.87,281.95,330.75,238.03,189.23,174.59,228.27,252.67
208.43,169.39,227.95,345.07,257.23,198.67,262.11,159.63,120.59,105.95,159.63,179.15
149.98,110.94,174.38,296.38,198.78,140.22,213.42,106.06,67.02,62.14,106.06,130.46
150.33,116.17,174.73,286.97,194.25,145.45,199.13,96.65,57.61,52.73,101.53,125.93
197.36,168.08,226.64,329.12,241.28,197.36,246.16,148.56,109.52,99.76,153.44,177.84
280.27,241.23,290.03,397.39,324.19,265.63,324.19,226.59,177.79,177.79,231.47,250.99
330.17,296.01,354.57,466.81,374.09,325.29,378.97,286.25,237.45,232.57,291.13,310.65
339.19,314.79,378.23,480.71,383.11,344.07,392.87,300.15,251.35,241.59,309.91,324.55
294.96,280.32,348.64,441.36,334.0,314.48,358.4,255.92,212.0,197.36,270.56,280.32
223.75,199.35,267.67,375.03,267.67,233.51,282.31,179.83,131.03,121.27,179.83,204.23
164.21,149.57,213.01,300.85,203.25,178.85,217.89,115.41,71.49,56.85,110.53,134.93
146.44,131.8,190.36,273.32,180.6,161.08,185.48,83.0,43.96,29.32,83.0,112.28
182.77,163.25,216.93,299.89,216.93,187.65,226.69,114.45,75.41,70.53,114.45,143.73
246.44,236.68,295.24,368.44,280.6,265.96,290.36,183.0,143.96,139.08,183.0,207.4
310.11,295.47,358.91,446.75,349.15,324.75,363.79,256.43,212.51,212.51,256.43,280.83
346.44,331.8,390.36,473.32,380.6,361.08,390.36,287.88,239.08,239.08,292.76,312.28
333.55,314.03,362.83,440.91,367.71,338.43,372.59,274.99,226.19,226.19,284.75,294.51
264.25,239.85,293.53,386.25,303.29,264.25,308.17,210.57,156.89,161.77,220.33,230.09
193.04,168.64,222.32,315.04,232.08,193.04,232.08,134.48,85.68,80.8,139.36,154.0
163.45,134.17,178.09,265.93,197.61,153.69,197.61,95.13,46.33,41.45,109.77,114.65
177.35,148.07,191.99,279.83,211.51,167.59,206.63,109.03,60.23,50.47,123.67,123.67
237.01,222.37,266.29,334.61,266.29,241.89,261.41,154.05,115.01,105.25,163.81,178.45
300.4,290.64,344.32,412.64,329.68,315.04,329.68,222.32,183.28,173.52,227.2,251.6
337.67,313.27,376.71,479.19,381.59,342.55,371.83,269.35,225.43,215.67,269.35,293.75
328.26,303.86,372.18,479.54,372.18,338.02,381.94,269.7,225.78,220.9,274.58,294.1
274.69,250.29,318.61,425.97,318.61,284.45,318.61,216.13,167.33,162.45,225.89,240.53
206.05,167.01,230.45,352.45,254.85,196.29,254.85,152.37,88.93,84.05,152.37,167.01
157.36,118.32,176.88,294.0,206.16,147.6,211.04,108.56,45.12,35.36,93.92,118.32
157.71,108.91,162.59,289.47,206.51,133.31,206.51,113.79,45.47,45.47,104.03,123.55
219.38,180.34,219.38,316.98,258.42,199.86,253.54,160.82,92.5,87.62,136.42,160.82
302.29,253.49,282.77,385.25,341.33,268.13,321.81,229.09,165.65,155.89,209.57,224.21
357.07,298.51,332.67,454.67,400.99,313.15,386.35,283.87,230.19,215.55,259.47,283.87
361.21,278.25,322.17,492.97,424.65,297.77,419.77,317.29,258.73,248.97,292.89,317.29
316.98,243.78,292.58,453.62,375.54,268.18,380.42,277.94,219.38,209.62,263.3,277.94
265.29,182.33,211.61,367.77,318.97,196.97,299.45,192.09,138.41,123.77,182.33,192.09
205.75,103.27,127.67,308.23,269.19,113.03,239.91,132.55,73.99,64.23,122.79,132.55
183.1,70.86,95.26,290.46,251.42,80.62,222.14,124.54,56.22,51.34,105.02,114.78
224.31,112.07,126.71,312.15,287.75,116.95,253.59,160.87,97.43,87.67,146.23,151.11
302.62,190.38,195.26,370.94,361.18,190.38,327.02,229.42,165.98,151.34,195.26,214.78
390.69,268.69,254.05,424.85,444.37,258.93,390.69,307.73,234.53,224.77,268.69,278.45
427.02,295.26,275.74,456.3,480.7,285.5,431.9,348.94,280.62,270.86,319.66,319.66
404.37,233.57,214.05,453.17,477.57,223.81,428.77,340.93,277.49,257.97,297.01,301.89
349.71,178.91,149.63,378.99,418.03,164.27,369.23,281.39,208.19,198.43,217.95,232.59
268.74,117.46,97.94,307.78,332.18,107.7,307.78,205.3,127.22,117.46,127.22,161.38
219.63,63.47,53.71,278.19,292.83,58.59,287.95,180.59,97.63,82.99,112.27,126.91
243.29,77.37,57.85,287.21,316.49,67.61,311.61,199.37,116.41,101.77,131.05,150.57
293.19,146.79,137.03,346.87,361.51,141.91,366.39,254.15,166.31,156.55,190.71,205.35
371.22,234.58,219.94,410.26,429.78,224.82,434.66,322.42,239.46,229.7,263.86,283.38
423.13,296.25,276.73,447.53,476.81,286.49,471.93,374.33,286.49,281.61,310.89,340.17
418.6,311.24,291.72,433.24,462.52,301.48,457.64,360.04,281.96,272.2,306.36,335.64
365.03,272.31,252.79,374.79,399.19,262.55,404.07,311.35,233.27,223.51,257.67,286.95
291.51,189.03,169.51,306.15,330.55,179.27,335.43,232.95,169.51,149.99,189.03,218.31
242.82,135.46,111.06,247.7,281.86,120.82,276.98,174.5,111.06,96.42,150.1,154.98
243.17,150.45,121.17,233.41,272.45,135.81,282.21,179.73,111.41,101.65,130.93,160.21
285.32,197.48,173.08,280.44,314.6,182.84,339.0,226.76,158.44,143.8,177.96,197.48
358.47,265.75,241.35,358.47,392.63,251.11,412.15,295.03,221.83,212.07,255.99,260.87
408.37,320.53,305.89,423.01,442.53,310.77,471.81,354.69,261.97,257.09,301.01,315.65
412.51,305.15,300.27,456.43,461.31,300.27,480.83,368.59,275.87,275.87,310.03,339.31
368.28,260.92,260.92,421.96,421.96,260.92,436.6,329.24,236.52,236.52,280.44,304.84
297.07,194.59,194.59,350.75,345.87,194.59,331.23,238.51,155.55,150.67,199.47,223.87
237.53,135.05,130.17,281.45,286.33,130.17,247.29,159.45,86.25,81.37,130.17,159.45
219.76,122.16,112.4,249.04,263.68,117.28,214.88,122.16,58.72,48.96,102.64,131.92
241.45,168.25,168.25,280.49,275.61,168.25,217.05,134.09,70.65,60.89,114.57,148.73
310.0,236.8,236.8,349.04,344.16,236.8,275.84,188.0,129.44,129.44,202.64,212.4
383.43,295.59,290.71,417.59,422.47,290.71,354.15,256.55,202.87,202.87,266.31,295.59
405.12,317.28,322.16,458.8,449.04,317.28,380.72,283.12,224.56,224.56,292.88,317.28
377.59,284.87,294.63,445.91,426.39,289.75,367.83,265.35,201.91,201.91,255.59,289.75
283.89,210.69,249.73,401.01,337.57,230.21,308.29,205.81,137.49,137.49,191.17,225.33
207.8,154.12,198.04,324.92,256.6,173.64,237.08,124.84,61.4,56.52,129.72,149.24
168.45,119.65,163.57,280.69,212.37,139.17,197.73,85.49,22.05,12.29,65.97,100.13
177.47,128.67,177.47,299.47,226.27,153.07,216.51,99.39,40.83,26.19,70.11,109.15
227.37,188.33,246.89,364.01,276.17,217.61,285.93,159.05,105.37,85.85,139.53,168.81
305.4,266.36,320.04,432.28,349.32,290.76,354.2,222.44,168.76,159.0,207.8,237.08
352.43,313.39,367.07,479.31,396.35,337.79,396.35,269.47,215.79,210.91,249.95,288.99
347.9,328.38,382.06,465.02,382.06,352.78,386.94,264.94,211.26,206.38,245.42,284.46
294.33,269.93,323.61,416.33,333.37,294.33,328.49,211.37,157.69,152.81,201.61,230.89
225.69,181.77,230.57,347.69,269.61,206.17,259.85,147.61,84.17,79.29,132.97,162.25
167.24,113.56,167.24,303.88,220.92,137.96,201.4,84.28,20.84,20.84,74.52,108.68
157.83,104.15,162.71,304.23,211.51,133.43,191.99,84.63,21.19,11.43,74.87,104.15
204.86,165.82,224.38,341.5,253.66,195.1,248.78,131.66,68.22,63.34,126.78,151.18
282.89,253.61,307.29,404.89,321.93,278.01,317.05,204.81,136.49,131.61,185.29,224.33
337.67,308.39,366.95,469.43,381.59,337.67,376.71,259.59,201.03,191.27,244.95,288.87
351.57,332.05,390.61,478.45,390.61,361.33,390.61,273.49,219.81,210.05,263.73,302.77
312.22,297.58,356.14,439.1,346.38,326.86,356.14,239.02,180.46,175.58,224.38,263.42
250.77,236.13,284.93,358.13,280.05,260.53,275.17,167.81,109.25,104.37,158.05,197.09
186.35,176.59,225.39,288.83,215.63,200.99,210.75,98.51,39.95,39.95,103.39,132.67
158.82,134.42,188.1,280.82,197.86,158.82,188.1,80.74,12.42,22.18,70.98,105.14
195.15,160.99,209.79,312.27,234.19,185.39,219.55,117.07,53.63,53.63,102.43,141.47
258.82,229.54,283.22,380.82,297.86,253.94,288.1,185.62,122.18,112.42,190.5,200.26
312.73,302.97,371.29,454.25,351.77,337.13,371.29,263.93,195.61,176.09,244.41,263.93
353.94,339.3,397.86,480.82,388.1,368.58,417.38,319.78,236.82,212.42,246.58,280.74
316.65,302.01,375.21,472.81,360.57,336.17,428.89,345.93,258.09,209.29,214.17,248.33
252.23,271.75,344.95,388.87,276.63,305.91,408.39,364.47,252.23,174.15,135.11,169.27
181.02,263.98,337.18,288.38,176.14,298.14,381.1,361.58,249.34,146.86,44.38,73.66
146.55,258.79,327.11,229.51,122.15,292.95,371.03,395.43,292.95,185.59,24.55,44.07
179.97,306.85,355.65,214.13,140.93,331.25,399.57,477.65,389.81,272.69,77.49,87.25
268.91,386.03,405.55,249.39,220.11,395.79,473.87,600.75,517.79,395.79,171.31,171.31
371.34,459.18,449.42,307.9,322.54,454.3,581.18,786.14,703.18,576.3,298.14,273.74
442.77,496.45,462.29,350.05,398.85,476.93,677.01,930.77,881.97,750.21,423.25,354.93
462.64,511.44,452.88,321.12,408.96,482.16,711.52,979.92,994.56,872.56,448.0,394.32
428.59,501.79,423.71,238.27,350.51,462.75,672.59,931.23,1028.83,950.75,477.39,389.55
384.35,501.47,394.11,111.07,272.11,447.79,540.51,755.23,1004.11,1008.99,550.27,418.51
355.18,530.86,399.1,3.82,199.02,462.54,379.58,496.7,940.78,1082.3,623.58,486.94
384.81,648.33,482.41,-78.79,170.09,565.37,214.01,194.49,843.53,1170.49,755.69,614.17
446.48,861.28,680.72,-119.6,148.8,768.56,56.08,-104.96,749.04,1280.96,958.88,807.6
504.99,1105.23,939.31,-124.53,119.47,1022.27,-61.09,-397.81,597.71,1334.59,1168.67,1017.39
540.25,1228.33,1086.81,-84.39,125.45,1155.13,-79.51,-621.19,374.33,1286.89,1330.81,1179.53
534.63,1178.79,1056.79,-31.45,149.11,1115.35,-70.49,-763.45,149.11,1164.15,1388.63,1242.23
461.12,1017.44,929.6,7.28,139.04,973.52,-80.56,-841.84,-17.12,997.92,1354.16,1222.4
345.99,721.75,677.83,72.71,136.15,697.35,-73.69,-893.53,-146.89,819.35,1224.39,1097.51
227.89,359.65,369.41,183.97,164.45,364.53,-6.35,-914.03,-323.55,520.69,989.17,891.57
132.04,171.08,254.04,278.44,151.56,210.12,88.12,-922.04,-531.64,151.56,727.4,693.24
80.53,109.81,275.73,397.73,148.85,192.77,226.93,-832.03,-656.35,-168.35,470.93,514.85
85.64,163.72,393.08,505.32,158.84,275.96,329.64,-729.32,-743.96,-465.8,271.08,393.08
115.15,212.75,481.15,603.15,198.11,344.51,373.79,-665.65,-851.09,-733.97,134.67,315.23
112.44,146.6,449.16,702.92,244.2,297.88,385.72,-634.2,-1009.96,-1044.12,-19.32,214.92
99.55,40.99,333.79,714.43,275.23,187.39,328.91,-603.17,-1047.25,-1110.69,-105.41,128.83
59.53,-96.63,171.77,674.41,269.37,35.13,254.73,-560.23,-979.91,-1018.95,-169.83,30.25
-11.68,-211.76,56.64,627.6,222.56,-80.0,217.68,-514.32,-904.72,-948.64,-245.92,-89.76
-41.27,-241.35,17.29,578.49,188.09,-114.47,168.57,-499.99,-851.35,-880.63,-295.03,-133.99
-22.49,-212.81,40.95,582.63,197.11,-85.93,114.15,-466.57,-769.13,-774.01,-246.97,-95.69
71.33,-118.99,100.61,608.13,276.29,-11.63,105.49,-343.47,-602.11,-616.75,-133.63,-21.39
178.64,-11.68,173.76,647.12,364.08,81.04,149.36,-167.84,-411.84,-426.48,-26.32,81.04
245.19,49.99,215.91,674.63,425.75,132.95,196.39,-32.97,-272.09,-301.37,40.23,142.71
265.06,60.1,201.62,650.58,435.86,128.42,191.86,6.42,-203.42,-232.7,69.86,157.7
231.01,21.17,143.17,582.37,396.93,79.73,182.21,6.53,-169.15,-208.19,50.45,123.65
167.25,-47.47,64.77,499.09,328.29,6.21,162.37,-18.19,-164.59,-213.39,6.21,69.65
133.2,-71.76,20.96,421.12,279.6,-27.84,152.72,-13.2,-149.84,-193.76,-8.32,40.48
148.19,-37.25,35.95,387.31,275.07,-3.09,182.35,45.71,-86.05,-125.09,6.67,55.47
224.5,48.82,92.74,400.18,331.86,68.34,258.66,156.18,24.42,-19.5,82.98,117.14
312.29,131.73,161.01,463.57,414.77,146.37,375.73,283.01,141.49,97.57,180.53,209.81
367.07,215.79,249.95,513.47,459.79,230.43,435.39,357.31,245.07,201.15,259.71,293.87
390.73,293.13,317.53,488.33,449.29,302.89,429.77,376.09,288.25,249.21,293.13,317.53
356.26,297.7,317.22,424.58,395.3,307.46,390.42,356.26,283.06,244.02,268.42,297.7
280.17,226.49,250.89,358.25,319.21,236.25,319.21,294.81,231.37,187.45,221.61,236.25
210.87,176.71,205.99,288.95,240.15,191.35,269.43,245.03,191.35,142.55,152.31,166.95
183.34,163.82,197.98,261.42,207.74,178.46,251.66,232.14,173.58,119.9,115.02,134.54
214.79,185.51,219.67,297.75,244.07,200.15,297.75,273.35,224.55,175.75,161.11,175.75
293.1,258.94,283.34,361.42,322.38,268.7,376.06,351.66,302.86,258.94,244.3,244.3
351.89,317.73,351.89,439.73,386.05,332.37,444.61,425.09,381.17,332.37,298.21,312.85
393.1,373.58,397.98,451.66,412.62,383.34,471.18,456.54,407.74,368.7,329.66,344.3
365.57,370.45,399.73,424.13,375.33,385.09,448.53,443.65,385.09,350.93,316.77,331.41
286.51,291.39,335.31,374.35,306.03,310.91,393.87,388.99,330.43,291.39,257.23,271.87
229.94,229.94,259.22,288.5,244.58,244.58,322.66,322.66,264.1,225.06,200.66,205.54
190.59,180.83,210.11,254.03,210.11,195.47,293.07,288.19,234.51,190.59,171.07,171.07
204.49,184.97,214.25,272.81,228.89,199.61,302.09,302.09,258.17,214.25,180.09,175.21
269.03,239.75,264.15,332.47,293.43,249.51,361.75,366.63,327.59,283.67,239.75,239.75
337.3,322.66,351.94,405.62,356.82,337.3,434.9,439.78,405.62,371.46,308.02,317.78
389.21,389.21,413.61,438.01,398.97,398.97,477.05,481.93,452.65,418.49,350.17,355.05
389.56,384.68,404.2,433.48,399.32,394.44,467.64,482.28,462.76,423.72,350.52,355.4
331.11,331.11,355.51,379.91,340.87,340.87,409.19,428.71,404.31,370.15,301.83,306.71
257.59,257.59,281.99,306.39,267.35,267.35,340.55,355.19,325.91,296.63,233.19,238.07
218.66,223.54,233.3,238.18,218.66,228.42,282.1,301.62,272.34,233.3,174.74,179.62
219.01,223.89,228.77,228.77,219.01,223.89,282.45,301.97,272.69,238.53,175.09,179.97
266.04,261.16,266.04,280.68,270.92,261.16,344.12,358.76,329.48,290.44,241.64,231.88
329.43,314.79,329.43,368.47,344.07,319.67,427.03,441.67,417.27,373.35,309.91,300.15
389.09,379.33,393.97,423.25,398.85,384.21,486.69,501.33,486.69,437.89,364.69,369.57
402.99,402.99,417.63,432.27,407.87,407.87,500.59,520.11,500.59,456.67,398.11,378.59
358.76,368.52,388.04,392.92,363.64,378.28,456.36,471.0,461.24,412.44,358.76,334.36
297.31,302.19,311.95,316.83,297.31,307.07,380.27,404.67,399.79,355.87,268.03,268.03
228.01,237.77,252.41,252.41,228.01,242.65,315.85,345.13,325.61,296.33,208.49,208.49
205.36,229.76,244.4,224.88,200.48,234.64,288.32,322.48,302.96,268.8,195.6,185.84
246.57,246.57,251.45,256.33,246.57,246.57,329.53,363.69,349.05,310.01,241.69,227.05
310.24,310.24,320.0,329.76,315.12,315.12,398.08,437.12,427.36,378.56,310.24,295.6
383.67,393.43,398.31,388.55,378.79,393.43,476.39,515.43,500.79,451.99,378.79,369.03
415.12,424.88,429.76,420.0,410.24,424.88,502.96,542.0,542.0,483.44,400.48,395.6
387.59,407.11,416.87,397.35,382.71,411.99,480.31,519.35,524.23,455.91,377.83,372.95
328.05,332.93,337.81,337.81,328.05,332.93,420.77,469.57,474.45,411.01,323.17,318.29
261.72,266.6,266.6,261.72,256.84,266.6,344.68,398.36,408.12,344.68,251.96,242.2
217.49,237.01,241.89,217.49,207.73,237.01,290.69,349.25,363.89,305.33,202.85,197.97
236.27,255.79,255.79,226.51,226.51,255.79,309.47,368.03,382.67,333.87,236.27,226.51
291.05,295.93,300.81,300.81,291.05,295.93,364.25,432.57,437.45,393.53,300.81,281.29
378.84,369.08,359.32,364.2,378.84,364.2,442.28,505.72,520.36,471.56,364.2,359.32
420.99,411.23,406.35,416.11,420.99,406.35,494.19,567.39,577.15,528.35,420.99,416.11
411.58,416.46,416.46,411.58,406.7,416.46,489.66,562.86,572.62,518.94,416.46,411.58
367.77,372.65,362.89,348.25,358.01,367.77,431.21,509.29,528.81,475.13,358.01,353.13
299.13,299.13,284.49,269.85,289.37,289.37,357.69,440.65,469.93,411.37,289.37,284.49
245.56,255.32,240.68,211.4,230.92,245.56,304.12,391.96,411.48,367.56,235.8,226.04
255.67,255.67,226.39,197.11,241.03,241.03,299.59,392.31,416.71,367.91,250.79,221.51
288.06,307.58,292.94,249.02,268.54,297.82,336.86,439.34,473.5,424.7,288.06,273.42
346.57,375.85,375.85,331.93,331.93,375.85,419.77,517.37,551.53,507.61,370.97,361.21
406.23,435.51,435.51,391.59,391.59,435.51,474.55,577.03,611.19,567.27,430.63,420.87
439.65,439.65,420.13,400.61,429.89,429.89,488.45,595.81,639.73,586.05,449.41,444.53
410.06,390.54,361.26,361.26,405.18,375.9,458.86,580.86,610.14,561.34,449.1,419.82
333.97,319.33,294.93,294.93,329.09,304.69,392.53,509.65,543.81,490.13,363.25,353.49
